DepartureStation,ArrivalStation,Capacity,Weekend,Month,Hour,Duration,Passengers
AW,AT,240,0,12,19,1.67,239.0
AF,AT,240,0,1,8,3.5,217.0
AO,AT,240,0,8,8,1.58,221.0
BQ,AT,220,1,9,22,1.57,220.0
AO,AT,220,1,7,8,1.58,207.0
AW,AT,240,1,9,12,1.58,240.0
AK,AT,240,0,1,23,1.5,239.0
AU,AT,240,0,3,16,2.08,240.0
AO,AT,240,0,8,18,1.75,170.0
BH,AT,240,0,5,9,3.25,238.0
AK,AT,240,0,3,11,1.5,210.0
AU,AT,240,0,8,16,2.08,240.0
AW,AT,240,0,8,12,1.75,216.0
AK,AT,220,0,8,16,1.58,220.0
AY,AT,240,1,2,11,2.75,240.0
AO,AT,240,0,10,8,1.42,237.0
BP,AT,220,0,11,7,1.17,203.0
AY,AT,220,0,11,12,2.75,148.0
BD,AT,220,0,11,9,1.67,220.0
AU,AT,240,1,9,22,2.08,218.0
BM,AT,220,0,9,0,4.5,171.0
AZ,AT,240,1,12,14,1.92,231.0
AQ,AT,240,0,12,15,1.5,213.0
AW,AT,240,1,1,7,1.58,164.0
AO,AT,220,0,8,8,1.58,220.0
AY,AT,240,1,6,12,2.83,184.0
BQ,AT,220,0,9,22,1.57,220.0
BM,AT,240,0,8,19,4.5,203.0
AW,AT,220,1,8,18,1.67,220.0
AF,AT,220,1,3,9,2.5,180.0
AW,AT,240,0,3,20,1.58,240.0
BD,AT,240,0,2,14,1.67,197.0
BM,AT,240,1,2,19,5.42,240.0
BM,AT,220,1,1,23,5.42,165.0
AK,AT,240,1,8,20,1.42,240.0
AW,AT,240,0,6,5,1.67,186.0
AW,AT,240,0,11,16,1.67,240.0
AP,AT,240,0,3,21,3.58,182.0
BO,AT,220,0,10,8,1.75,216.0
BP,AT,240,0,10,7,1.17,220.0
BD,AT,220,1,7,17,1.75,218.0
AU,AT,240,1,5,9,2.08,229.0
AW,AT,240,0,12,19,1.67,199.0
AW,AT,240,1,11,5,1.67,240.0
BE,AT,240,0,2,22,1.33,161.0
AL,AT,240,0,1,16,2.25,232.0
AW,AT,220,1,1,5,1.58,211.0
BM,AT,240,1,9,20,4.5,191.0
BO,AT,240,0,12,8,1.75,199.0
BB,AT,220,1,1,22,1.25,181.0
BD,AT,220,0,10,17,1.67,202.0
AP,AT,240,1,9,8,3.67,228.0
AU,AT,240,1,7,0,2.08,218.0
AK,AT,220,1,1,23,1.5,220.0
AF,AT,240,0,1,8,3.5,218.0
AK,AT,240,1,8,14,1.58,240.0
AW,AT,240,0,10,18,1.67,219.0
AW,AT,240,0,1,5,1.58,116.0
AK,AT,240,0,11,23,1.5,226.0
AW,AT,240,0,2,16,1.58,240.0
AW,AT,230,0,12,12,1.67,217.0
AF,AT,220,0,7,9,2.67,215.0
AF,AT,240,1,6,9,2.67,216.0
BE,AT,220,1,6,13,1.42,182.0
BM,AT,240,0,5,19,4.5,160.0
AK,AT,220,0,5,21,1.75,218.0
BM,AT,240,1,12,18,5.42,240.0
AK,AT,240,0,7,16,1.58,240.0
BH,AT,240,0,11,10,3.17,216.0
AL,AT,240,1,1,16,2.25,239.0
AK,AT,220,0,10,14,1.5,220.0
AK,AT,240,0,7,21,1.42,240.0
AW,AT,240,1,6,19,1.67,240.0
BO,AT,240,1,10,8,1.75,214.0
AW,AT,220,0,8,6,1.67,176.0
AK,AT,240,0,2,10,1.5,203.0
AO,AT,240,1,2,8,1.42,161.0
AK,AT,240,0,5,10,1.75,222.0
AW,AT,240,0,6,10,1.75,239.0
AQ,AT,240,0,8,15,1.58,213.0
AZ,AT,240,1,9,15,0.92,182.0
AQ,AT,240,1,8,15,1.58,222.0
BE,AT,240,1,10,14,1.33,236.0
AF,AT,220,0,12,8,3.58,170.0
BD,AT,220,0,12,17,1.67,220.0
AK,AT,220,1,5,21,1.75,220.0
AW,AT,240,1,8,12,1.75,240.0
AU,AT,240,0,10,16,2.08,240.0
AW,AT,240,0,4,20,1.58,166.0
BE,AT,220,0,12,22,1.33,177.0
BD,AT,220,1,4,17,1.67,220.0
AW,AT,220,1,4,20,1.58,196.0
AW,AT,240,0,4,16,1.58,240.0
AK,AT,220,0,1,23,1.5,192.0
BO,AT,240,0,7,8,1.67,206.0
AW,AT,240,0,9,18,1.58,240.0
AW,AT,240,0,5,5,1.83,239.0
AJ,AT,240,1,1,7,2.92,189.0
AY,AT,220,0,9,12,2.83,192.0
BB,AT,240,1,7,12,1.25,226.0
BE,AT,240,0,10,8,1.33,168.0
BL,AT,220,0,1,23,1.58,220.0
BO,AT,240,0,2,8,1.58,129.0
AW,AT,220,0,10,6,1.67,190.0
BE,AT,240,0,12,22,1.33,215.0
AU,AT,240,1,1,16,2.08,203.0
AW,AT,220,0,3,20,1.58,220.0
AW,AT,240,1,3,20,1.58,231.0
AZ,AT,220,0,1,9,2.0,172.0
AU,AT,240,0,9,16,2.08,240.0
AW,AT,240,0,9,5,1.58,234.0
AO,AT,240,1,8,8,1.58,240.0
BM,AT,220,1,9,23,4.5,197.0
AW,AT,240,0,12,10,1.67,240.0
AK,AT,240,0,3,10,1.5,208.0
AL,AT,220,0,3,16,2.25,167.0
AO,AT,240,1,10,18,1.5,207.0
BM,AT,240,0,12,19,5.42,226.0
AJ,AT,220,0,2,7,2.92,220.0
BM,AT,240,0,9,9,4.5,201.0
BE,AT,240,1,1,14,1.33,210.0
AW,AT,220,1,9,6,1.58,177.0
BL,AT,220,1,2,23,1.58,220.0
AZ,AT,240,1,12,14,1.92,198.0
AP,AT,240,0,5,8,3.58,226.0
AW,AT,220,0,3,11,1.58,190.0
AK,AT,240,0,2,14,1.5,219.0
AP,AT,220,1,8,8,3.67,220.0
AO,AT,220,0,5,8,1.58,192.0
AW,AT,220,1,11,18,1.67,220.0
AY,AT,240,0,11,12,2.75,211.0
AO,AT,240,0,10,8,1.42,214.0
AU,AT,240,0,3,16,2.08,240.0
AW,AT,240,0,2,6,1.58,157.0
AO,AT,240,0,12,18,1.5,211.0
AK,AT,240,1,2,23,1.5,240.0
AW,AT,240,0,6,5,1.67,240.0
BQ,AT,240,0,7,22,1.58,240.0
AK,AT,240,1,10,14,1.5,240.0
AW,AT,220,0,6,19,1.67,220.0
BH,AT,220,1,3,9,3.25,219.0
AW,AT,240,1,11,7,1.67,230.0
AW,AT,240,0,2,23,1.58,240.0
AK,AT,240,0,12,22,1.42,240.0
BM,AT,240,1,9,0,4.5,165.0
AU,AT,220,0,6,9,2.08,207.0
AW,AT,220,0,9,19,1.58,183.0
BP,AT,240,0,12,7,1.17,176.0
AK,AT,240,0,11,23,1.5,232.0
AW,AT,236,0,2,11,1.58,236.0
AK,AT,220,0,5,23,1.75,214.0
AJ,AT,240,1,8,7,3.0,236.0
AF,AT,240,0,2,8,3.5,199.0
AK,AT,220,0,6,17,1.42,220.0
BM,AT,240,0,4,0,4.42,190.0
AY,AT,240,1,2,11,2.75,154.0
AU,AT,240,0,8,21,2.07,240.0
AW,AT,220,1,9,12,1.58,220.0
BD,AT,220,1,10,17,1.67,220.0
AW,AT,220,1,4,7,1.58,220.0
AK,AT,220,0,8,23,1.42,220.0
AK,AT,220,0,4,14,1.5,219.0
AK,AT,240,0,8,23,1.42,240.0
AW,AT,240,1,7,6,1.67,228.0
AW,AT,220,1,12,22,1.65,205.0
AP,AT,240,1,4,8,3.58,209.0
AW,AT,236,0,12,6,1.67,236.0
BH,AT,240,1,5,9,3.25,240.0
AU,AT,240,1,4,16,2.08,240.0
AW,AT,240,0,4,16,1.58,239.0
AF,AT,240,1,12,8,3.58,147.0
AJ,AT,220,0,2,7,2.92,215.0
BH,AT,240,1,6,9,3.25,224.0
BE,AT,240,1,10,14,1.33,201.0
AP,AT,220,0,1,21,3.58,128.0
BH,AT,220,1,3,21,3.25,206.0
AY,AT,220,1,3,11,2.75,207.0
AK,AT,220,1,6,16,1.58,215.0
AW,AT,240,1,6,16,1.75,240.0
AK,AT,240,1,9,10,1.5,240.0
AW,AT,240,1,8,10,1.75,240.0
BD,AT,220,0,1,17,1.67,214.0
AW,AT,220,0,7,10,1.75,207.0
BM,AT,240,0,9,20,4.5,147.0
AJ,AT,240,0,10,7,2.92,240.0
BD,AT,236,1,3,14,1.67,209.0
AZ,AT,240,0,12,14,1.92,193.0
AU,AT,220,1,6,16,2.08,220.0
AW,AT,240,1,11,10,1.67,240.0
BO,AT,220,0,11,8,1.75,186.0
AW,AT,240,1,3,20,1.58,240.0
BM,AT,240,0,12,8,5.42,229.0
AP,AT,240,1,1,8,3.58,164.0
AU,AT,220,1,8,21,2.07,220.0
BD,AT,240,1,7,9,1.75,225.0
BE,AT,220,0,7,22,1.4,218.0
AU,AT,240,1,10,16,2.08,238.0
AW,AT,220,0,6,18,1.67,220.0
BE,AT,220,0,6,22,1.4,172.0
BH,AT,240,0,1,9,3.25,222.0
BL,AT,220,0,3,23,1.58,219.0
BM,AT,240,0,3,19,4.42,220.0
BQ,AT,220,1,3,22,1.58,220.0
BQ,AT,220,1,2,22,1.58,220.0
AW,AT,240,1,11,19,1.67,186.0
AO,AT,240,1,9,18,1.5,239.0
AB,AT,220,0,1,18,1.25,158.0
AK,AT,220,0,7,14,1.58,220.0
BS,AT,220,1,7,8,1.33,172.0
AU,AT,220,1,7,21,2.07,220.0
AK,AT,240,1,2,10,1.5,240.0
BB,AT,240,0,2,18,1.25,118.0
BM,AT,240,0,3,19,4.42,226.0
AF,AT,220,1,9,9,2.58,205.0
AW,AT,240,0,8,19,1.67,196.0
BM,AT,240,0,6,0,4.5,240.0
AU,AT,240,0,10,9,2.08,240.0
AK,AT,240,1,8,23,1.42,240.0
BM,AT,220,0,8,20,4.5,175.0
AY,AT,220,0,1,11,2.75,209.0
BT,AT,240,1,12,16,1.5,203.0
BE,AT,240,0,8,13,1.42,210.0
AP,AT,240,1,10,8,3.58,240.0
AZ,AT,240,0,7,15,0.92,240.0
AW,AT,240,0,7,5,1.67,204.0
AK,AT,240,1,9,14,1.5,240.0
BH,AT,240,1,10,10,3.17,215.0
AK,AT,220,1,7,23,1.42,195.0
BL,AT,220,0,9,22,1.67,220.0
AW,AT,220,0,6,5,1.67,210.0
BB,AT,220,1,2,12,1.25,153.0
BD,AT,240,0,11,17,1.67,218.0
AO,AT,240,0,10,8,1.42,229.0
BD,AT,240,1,1,17,1.67,215.0
AO,AT,220,0,11,18,1.5,220.0
AU,AT,240,1,4,22,2.08,240.0
AU,AT,240,0,10,9,2.08,206.0
AK,AT,240,1,5,14,1.75,240.0
AK,AT,240,1,8,16,1.58,240.0
BM,AT,240,1,4,20,4.42,174.0
BD,AT,240,1,1,17,1.67,229.0
AK,AT,240,0,5,21,1.75,217.0
AK,AT,240,0,12,14,1.5,222.0
AW,AT,240,1,12,18,1.67,231.0
AZ,AT,240,0,6,15,0.92,240.0
AK,AT,240,1,1,10,1.5,240.0
AY,AT,220,0,5,12,2.92,208.0
AY,AT,220,1,12,12,2.75,175.0
AK,AT,240,0,10,16,1.5,240.0
BH,AT,240,0,5,9,3.25,220.0
AW,AT,240,0,12,19,1.67,224.0
AP,AT,240,0,4,21,3.58,197.0
AW,AT,240,1,5,12,1.83,216.0
BE,AT,220,0,4,14,1.33,212.0
AW,AT,240,0,11,16,1.67,240.0
BM,AT,240,1,1,19,5.42,211.0
AF,AT,220,0,12,8,3.58,220.0
BH,AT,240,0,3,9,3.25,221.0
BM,AT,240,1,9,19,4.5,178.0
BB,AT,220,0,6,12,1.25,146.0
BH,AT,240,1,7,9,3.25,240.0
AP,AT,240,0,7,8,3.67,233.0
AW,AT,240,0,11,10,1.67,238.0
BM,AT,240,1,5,20,4.5,214.0
AO,AT,240,0,10,18,1.5,240.0
AK,AT,240,1,3,16,1.5,240.0
AW,AT,220,0,10,16,1.67,219.0
AY,AT,240,0,8,12,2.83,166.0
AJ,AT,240,1,12,7,2.92,224.0
AW,AT,240,1,12,20,1.67,240.0
AW,AT,240,0,11,7,1.67,181.0
AY,AT,240,0,1,11,2.75,236.0
AU,AT,240,1,9,9,2.08,219.0
AW,AT,220,1,3,20,1.58,184.0
AK,AT,220,0,11,22,1.42,220.0
BM,AT,240,0,9,9,4.5,199.0
BE,AT,240,0,8,22,1.4,225.0
BH,AT,240,1,8,9,3.25,237.0
AU,AT,220,1,3,9,2.08,220.0
AP,AT,240,0,10,8,3.58,227.0
BO,AT,240,0,11,8,1.75,201.0
AW,AT,220,0,2,7,1.58,173.0
AO,AT,240,1,10,8,1.42,213.0
AU,AT,220,1,7,9,2.08,220.0
AU,AT,220,0,12,9,2.08,220.0
AW,AT,240,0,10,16,1.67,186.0
BD,AT,220,0,2,14,1.67,201.0
AF,AT,240,0,9,9,2.58,196.0
AK,AT,220,0,9,22,1.42,218.0
AW,AT,240,0,9,16,1.58,240.0
AZ,AT,220,0,7,15,0.92,162.0
AW,AT,240,1,12,19,1.67,230.0
BL,AT,240,1,12,22,1.67,177.0
BD,AT,220,0,2,17,1.67,220.0
AW,AT,236,0,7,6,1.67,179.0
AZ,AT,240,0,7,15,0.92,186.0
AU,AT,240,0,9,9,2.08,240.0
AF,AT,240,1,12,8,3.58,199.0
BB,AT,220,1,2,22,1.25,142.0
AK,AT,240,0,11,16,1.5,240.0
AW,AT,240,1,9,6,1.58,240.0
AK,AT,220,0,1,14,1.5,208.0
AW,AT,220,0,7,19,1.67,201.0
AY,AT,240,0,3,11,2.75,201.0
BB,AT,240,1,11,12,1.25,240.0
AW,AT,240,1,10,5,1.67,240.0
BE,AT,220,0,8,8,1.42,198.0
AU,AT,240,1,6,16,2.08,230.0
AW,AT,240,0,8,7,1.67,196.0
AF,AT,240,1,7,9,2.67,238.0
AK,AT,240,0,8,21,1.42,240.0
AK,AT,220,1,5,21,1.75,220.0
AK,AT,240,1,8,14,1.58,233.0
AW,AT,236,0,3,6,1.58,159.0
AW,AT,240,0,9,20,1.58,192.0
AU,AT,240,0,1,9,2.08,240.0
AW,AT,220,0,1,7,1.58,145.0
AK,AT,240,1,11,23,1.5,215.0
BE,AT,240,1,8,22,1.4,217.0
AY,AT,220,0,11,12,2.75,156.0
BE,AT,220,1,6,22,1.4,191.0
AU,AT,240,1,12,9,2.08,239.0
BH,AT,240,0,6,9,3.25,235.0
AQ,AT,220,0,5,15,1.58,218.0
BD,AT,220,0,5,17,1.83,209.0
AY,AT,220,1,4,11,2.75,220.0
AY,AT,220,0,6,12,2.83,219.0
BM,AT,220,1,7,0,4.5,186.0
AK,AT,240,1,4,13,1.5,225.0
AW,AT,240,0,4,6,1.58,240.0
AB,AT,220,0,4,18,1.25,170.0
BH,AT,220,0,3,21,3.25,199.0
AK,AT,240,0,12,16,1.5,240.0
AW,AT,240,0,3,6,1.58,163.0
AJ,AT,240,1,12,7,2.92,232.0
AP,AT,240,0,8,8,3.67,235.0
BM,AT,220,0,7,19,4.5,150.0
BD,AT,220,0,3,17,1.67,194.0
AU,AT,240,0,11,16,2.08,190.0
AJ,AT,240,1,11,7,2.92,226.0
AJ,AT,240,0,9,7,3.0,221.0
AW,AT,240,0,7,20,1.67,208.0
BM,AT,220,0,2,18,5.42,190.0
BM,AT,240,0,1,18,5.42,226.0
BL,AT,220,0,1,23,1.58,220.0
AY,AT,240,0,7,12,2.83,198.0
BH,AT,240,1,12,10,3.17,240.0
AK,AT,240,1,9,23,1.33,238.0
BO,AT,240,1,2,8,1.58,152.0
BH,AT,240,1,2,9,3.25,206.0
BO,AT,240,0,10,8,1.75,204.0
BD,AT,220,0,12,9,1.67,185.0
AU,AT,240,1,9,16,2.08,231.0
AW,AT,240,1,4,7,1.58,154.0
AJ,AT,240,1,8,7,3.0,181.0
AK,AT,240,1,7,14,1.58,238.0
BP,AT,240,1,7,7,1.17,223.0
BQ,AT,220,1,11,22,1.57,134.0
AP,AT,220,0,3,8,3.58,212.0
AK,AT,240,1,1,10,1.5,240.0
BL,AT,220,1,6,22,1.67,216.0
AW,AT,220,0,3,9,1.58,220.0
AU,AT,240,0,6,21,2.07,206.0
AY,AT,220,0,11,12,2.75,172.0
BD,AT,240,0,11,9,1.67,212.0
BH,AT,240,1,1,9,3.25,208.0
AP,AT,240,0,7,8,3.67,222.0
AK,AT,240,0,9,16,1.5,240.0
BM,AT,240,0,7,19,4.5,219.0
BM,AT,220,0,8,0,4.5,151.0
AP,AT,220,1,12,8,3.58,220.0
BE,AT,220,0,11,14,1.33,205.0
AU,AT,220,0,2,9,2.08,220.0
BO,AT,240,0,7,8,1.67,212.0
AW,AT,220,0,11,12,1.67,220.0
AO,AT,240,0,11,8,1.42,214.0
BH,AT,220,1,10,10,3.17,220.0
BO,AT,220,1,12,8,1.75,211.0
AF,AT,240,0,10,9,2.58,224.0
AU,AT,240,0,3,22,2.08,240.0
AY,AT,240,0,6,12,2.83,186.0
AW,AT,240,1,11,5,1.67,206.0
AU,AT,240,1,4,9,2.08,222.0
BD,AT,240,1,6,9,1.75,224.0
AO,AT,240,0,8,18,1.75,240.0
BE,AT,220,0,6,13,1.42,210.0
AZ,AT,240,0,10,15,0.92,170.0
AU,AT,240,1,1,16,2.08,240.0
AW,AT,240,0,11,5,1.67,237.0
BD,AT,220,1,8,17,1.75,220.0
AU,AT,240,0,2,16,2.08,240.0
BE,AT,240,0,5,8,1.42,228.0
AZ,AT,240,0,9,15,0.92,199.0
AZ,AT,240,0,10,15,0.92,152.0
BM,AT,240,0,5,19,4.5,187.0
AK,AT,240,0,4,10,1.5,231.0
AO,AT,240,0,4,8,1.42,225.0
AQ,AT,220,0,6,15,1.58,210.0
AO,AT,220,0,6,18,1.75,217.0
BM,AT,220,0,4,0,4.42,161.0
BE,AT,240,0,7,22,1.4,224.0
AB,AT,220,0,4,18,1.25,136.0
AB,AT,220,0,1,18,1.25,180.0
BD,AT,240,0,9,17,1.75,217.0
AY,AT,220,0,11,12,2.75,192.0
AW,AT,220,1,9,7,1.58,220.0
BM,AT,240,1,9,0,4.5,193.0
AL,AT,220,0,2,16,2.25,215.0
AP,AT,236,0,3,8,3.58,197.0
BO,AT,220,0,3,8,1.58,220.0
BL,AT,220,1,3,23,1.58,219.0
AW,AT,220,1,11,18,1.67,220.0
AZ,AT,240,0,11,14,1.92,189.0
AP,AT,236,0,1,8,3.58,176.0
AW,AT,220,0,3,20,1.58,220.0
BH,AT,220,0,8,9,3.25,220.0
AU,AT,240,0,6,21,2.07,230.0
AW,AT,220,0,1,9,1.58,157.0
AW,AT,240,1,7,6,1.67,216.0
AY,AT,240,0,12,12,2.75,155.0
AW,AT,240,1,3,11,1.58,190.0
AW,AT,240,0,3,20,1.58,240.0
AF,AT,240,0,3,22,2.5,196.0
AW,AT,240,1,12,20,1.67,240.0
AP,AT,240,1,9,8,3.67,221.0
AK,AT,240,0,12,22,1.42,240.0
AF,AT,220,1,10,19,2.58,162.0
AK,AT,240,0,12,22,1.42,240.0
BM,AT,236,1,1,19,5.42,236.0
BD,AT,240,0,3,17,1.67,177.0
BB,AT,220,0,9,12,1.25,200.0
AO,AT,240,1,9,8,1.5,232.0
AL,AT,240,1,6,16,2.33,157.0
AY,AT,220,0,8,12,2.83,198.0
BD,AT,240,0,7,17,1.75,218.0
AU,AT,220,1,7,9,2.08,220.0
AU,AT,240,0,2,16,2.08,240.0
AW,AT,240,0,1,7,1.58,167.0
AW,AT,240,0,10,6,1.67,240.0
AW,AT,236,1,9,23,1.58,236.0
AW,AT,220,1,1,16,1.58,205.0
BD,AT,240,1,10,9,1.67,237.0
BB,AT,240,0,12,12,1.25,179.0
AU,AT,240,0,5,16,2.08,240.0
AL,AT,240,1,1,16,2.25,227.0
AK,AT,240,1,10,23,1.5,240.0
BQ,AT,220,1,9,22,1.57,220.0
AW,AT,220,0,9,6,1.58,220.0
AW,AT,240,1,8,20,1.67,186.0
AU,AT,220,0,12,9,2.08,183.0
AK,AT,240,0,11,14,1.5,240.0
AK,AT,220,0,2,14,1.5,198.0
BO,AT,220,0,3,8,1.58,220.0
BL,AT,240,0,5,22,1.67,239.0
BO,AT,240,0,9,8,1.75,190.0
AK,AT,240,0,6,16,1.58,240.0
AK,AT,236,0,1,17,1.5,217.0
BD,AT,220,1,10,17,1.67,219.0
BE,AT,240,0,5,8,1.42,235.0
BQ,AT,240,1,12,22,1.57,205.0
AY,AT,240,0,10,12,2.75,165.0
AW,AT,220,1,7,7,1.67,198.0
AO,AT,220,1,11,18,1.5,208.0
AQ,AT,220,0,5,15,1.58,220.0
AL,AT,240,0,1,16,2.25,230.0
BM,AT,240,0,12,8,5.42,204.0
AK,AT,220,0,1,16,1.5,220.0
AW,AT,240,0,7,10,1.75,213.0
AO,AT,220,0,11,8,1.42,209.0
AW,AT,240,1,5,6,1.83,213.0
AK,AT,220,0,4,16,1.5,220.0
BM,AT,240,0,4,0,4.42,194.0
BM,AT,240,1,6,0,4.5,220.0
AU,AT,240,0,5,16,2.08,240.0
AJ,AT,240,1,10,7,2.92,215.0
AK,AT,220,0,5,10,1.75,219.0
AU,AT,220,0,7,16,2.08,220.0
BM,AT,240,1,10,0,4.42,159.0
AU,AT,240,0,4,9,2.08,240.0
AU,AT,220,0,4,9,2.08,220.0
AU,AT,220,0,6,16,2.08,220.0
AK,AT,220,0,1,16,1.5,203.0
AW,AT,220,0,7,5,1.67,187.0
AW,AT,220,0,3,19,1.58,220.0
BD,AT,220,1,11,17,1.67,204.0
BE,AT,220,0,1,14,1.33,216.0
AK,AT,220,0,1,10,1.5,220.0
AK,AT,240,1,10,23,1.5,240.0
AK,AT,240,1,3,18,1.5,240.0
BD,AT,240,0,3,17,1.67,222.0
AW,AT,240,0,3,11,1.58,240.0
AF,AT,240,0,9,9,2.58,181.0
AK,AT,240,1,2,18,1.5,229.0
AK,AT,240,0,9,10,1.5,231.0
BE,AT,240,1,7,13,1.42,228.0
AK,AT,240,0,6,14,1.58,225.0
AK,AT,220,0,12,23,1.5,220.0
AW,AT,220,0,11,7,1.67,175.0
BE,AT,220,0,3,14,1.33,198.0
AP,AT,240,1,10,8,3.58,240.0
BD,AT,240,1,12,9,1.67,178.0
AO,AT,240,1,8,8,1.58,220.0
AO,AT,240,0,3,8,1.42,240.0
AW,AT,220,0,12,18,1.67,190.0
AK,AT,240,0,1,23,1.5,212.0
AL,AT,220,0,2,16,2.25,189.0
BM,AT,240,1,8,19,4.5,200.0
BE,AT,240,1,10,14,1.33,217.0
AK,AT,220,0,2,23,1.5,185.0
AW,AT,240,0,1,20,1.58,177.0
AU,AT,240,1,9,23,2.08,167.0
BM,AT,220,0,6,20,4.5,168.0
AW,AT,240,1,12,12,1.67,240.0
BE,AT,240,0,8,22,1.4,192.0
BM,AT,220,1,6,0,4.5,160.0
AF,AT,220,1,7,9,2.67,193.0
AK,AT,220,0,3,16,1.5,210.0
AK,AT,240,1,3,16,1.5,204.0
BO,AT,240,1,7,8,1.67,217.0
BD,AT,220,0,9,17,1.75,220.0
BD,AT,220,1,6,17,1.75,215.0
AU,AT,220,0,6,9,2.08,204.0
AK,AT,240,0,6,23,1.42,240.0
AP,AT,240,0,12,8,3.58,224.0
BQ,AT,240,0,1,22,1.58,196.0
AK,AT,220,1,2,17,1.5,199.0
BH,AT,236,0,2,9,3.25,221.0
BQ,AT,240,1,5,22,1.67,240.0
AF,AT,220,1,5,9,2.58,220.0
AZ,AT,240,0,10,15,0.92,157.0
AW,AT,220,1,12,7,1.67,197.0
AK,AT,240,0,1,23,1.5,202.0
AU,AT,240,1,8,21,2.07,240.0
AW,AT,220,1,2,16,1.58,220.0
AU,AT,220,1,9,22,2.08,220.0
BD,AT,220,0,12,17,1.67,207.0
AL,AT,240,0,4,16,2.25,196.0
AK,AT,220,1,3,23,1.5,211.0
AW,AT,240,1,12,10,1.67,240.0
AW,AT,240,1,5,10,1.83,240.0
BB,AT,240,0,7,12,1.25,149.0
BM,AT,240,1,4,0,4.42,168.0
AK,AT,240,1,9,17,1.5,240.0
AW,AT,240,1,3,20,1.58,240.0
AK,AT,240,1,8,14,1.58,240.0
AK,AT,220,1,5,10,1.75,220.0
BE,AT,240,0,5,8,1.42,219.0
AO,AT,240,1,5,8,1.58,182.0
AW,AT,220,0,5,20,1.83,168.0
BH,AT,240,1,4,9,3.25,233.0
AZ,AT,220,1,11,14,1.92,153.0
BH,AT,240,0,8,9,3.25,238.0
AU,AT,240,0,10,16,2.08,240.0
BQ,AT,240,0,7,22,1.58,240.0
AP,AT,240,1,1,8,3.58,208.0
AW,AT,220,1,7,6,1.67,220.0
BM,AT,240,1,8,9,4.5,208.0
AF,AT,240,1,10,9,2.58,178.0
AK,AT,240,1,3,9,1.5,240.0
BM,AT,240,1,12,18,5.42,170.0
BD,AT,240,1,6,9,1.75,212.0
BE,AT,240,0,8,8,1.42,221.0
AK,AT,220,0,1,10,1.5,210.0
BM,AT,240,0,7,19,4.5,180.0
AQ,AT,240,0,11,15,1.5,210.0
AY,AT,220,0,11,12,2.75,201.0
BD,AT,240,0,9,9,1.75,223.0
AK,AT,240,0,2,23,1.5,240.0
AJ,AT,220,0,8,7,3.0,218.0
AK,AT,220,0,12,14,1.5,220.0
AW,AT,220,0,3,7,1.58,220.0
BM,AT,240,1,12,19,5.42,237.0
BH,AT,240,1,11,10,3.17,229.0
AF,AT,240,0,8,9,2.67,190.0
BM,AT,240,0,3,20,4.42,216.0
AW,AT,240,0,2,16,1.58,240.0
BD,AT,240,1,10,9,1.67,202.0
AU,AT,220,0,3,22,2.08,217.0
AK,AT,220,0,2,18,1.5,220.0
BM,AT,240,0,12,8,5.42,228.0
AK,AT,240,1,1,17,1.5,234.0
AU,AT,220,0,1,22,2.08,220.0
BM,AT,240,1,1,19,5.42,225.0
BQ,AT,220,1,1,22,1.58,219.0
AW,AT,240,1,12,12,1.67,240.0
AK,AT,220,0,11,16,1.5,219.0
BM,AT,240,0,9,19,4.5,199.0
AK,AT,220,1,5,20,1.75,189.0
AY,AT,240,0,3,11,2.75,212.0
AK,AT,240,0,11,16,1.5,240.0
AK,AT,240,1,1,23,1.5,240.0
AW,AT,240,0,8,6,1.67,172.0
AF,AT,240,0,7,9,2.67,229.0
AW,AT,220,0,1,5,1.58,124.0
BM,AT,240,0,4,19,4.42,159.0
BM,AT,240,1,9,0,4.5,205.0
AW,AT,240,1,12,6,1.67,228.0
AF,AT,220,0,7,9,2.67,220.0
AY,AT,240,1,11,12,2.75,158.0
AQ,AT,240,0,3,15,1.5,134.0
AU,AT,240,1,7,21,2.07,240.0
AY,AT,240,1,6,12,2.83,240.0
AU,AT,240,1,12,9,2.08,225.0
AW,AT,240,1,10,19,1.67,240.0
BH,AT,220,1,3,21,3.25,220.0
AW,AT,240,0,9,7,1.58,240.0
AK,AT,220,0,3,14,1.5,197.0
BD,AT,240,0,10,9,1.67,207.0
AW,AT,220,0,8,6,1.67,208.0
AK,AT,240,0,10,16,1.5,240.0
AZ,AT,240,1,7,15,0.92,224.0
BB,AT,220,1,12,12,1.25,206.0
AY,AT,240,0,10,12,2.75,187.0
BD,AT,240,1,11,17,1.67,240.0
BL,AT,220,0,5,22,1.67,220.0
AW,AT,220,0,4,5,1.58,133.0
AW,AT,220,1,12,18,1.67,220.0
BD,AT,240,0,5,9,1.83,240.0
BE,AT,240,0,4,14,1.33,220.0
AW,AT,240,0,4,7,1.58,240.0
BP,AT,240,1,4,7,1.17,231.0
AW,AT,240,1,4,18,1.58,179.0
AU,AT,220,0,11,16,2.08,210.0
AW,AT,220,0,11,6,1.67,203.0
AK,AT,220,1,1,14,1.5,220.0
AW,AT,220,0,1,7,1.58,163.0
AB,AT,220,1,3,18,1.25,220.0
AL,AT,240,0,3,16,2.25,226.0
AB,AT,220,1,1,18,1.25,220.0
AB,AT,220,1,3,18,1.25,220.0
AP,AT,240,0,8,8,3.67,219.0
AJ,AT,240,0,12,7,2.92,227.0
