DepartureStation,ArrivalStation,Capacity,Weekend,Month,Hour,Duration,Passengers
BA,AW,186,0,4,10,1.58,180.0
AT,AW,186,1,4,16,1.58,186.0
AO,AW,186,0,6,13,1.67,182.0
BP,AW,186,0,4,22,1.58,185.0
BP,AW,186,1,4,8,1.58,186.0
AT,AW,186,1,4,21,1.58,186.0
BP,AW,186,0,4,12,1.58,186.0
AK,AW,186,0,7,13,1.5,158.0
AK,AW,186,0,4,12,1.67,184.0
AD,AW,186,1,6,6,1.42,114.0
AD,AW,180,1,6,20,1.42,165.0
BC,AW,186,1,6,22,1.67,150.0
AT,AW,186,0,10,23,1.58,186.0
AK,AW,186,1,11,12,1.58,174.0
AT,AW,186,0,11,20,1.58,186.0
AD,AW,186,1,3,6,1.33,145.0
AO,AW,186,0,3,13,1.42,168.0
BN,AW,180,0,6,21,1.5,153.0
AO,AW,180,0,7,18,1.67,131.0
AO,AW,186,0,6,18,1.67,183.0
AV,AW,186,1,2,22,1.5,98.0
AT,AW,186,0,6,14,1.75,186.0
BF,AW,186,0,7,22,1.5,134.0
BJ,AW,186,1,7,22,1.17,185.0
AS,AW,180,1,3,17,2.67,125.0
BN,AW,186,1,3,15,1.5,145.0
BD,AW,186,1,11,13,1.58,178.0
BP,AW,186,0,1,8,1.58,186.0
BA,AW,186,0,3,12,1.58,149.0
BN,AW,180,1,9,17,1.58,175.0
AT,AW,186,0,7,5,1.75,184.0
AK,AW,180,0,7,10,1.67,180.0
AO,AW,186,0,6,17,1.67,164.0
BL,AW,180,0,5,21,2.25,180.0
AD,AW,180,0,3,21,1.33,129.0
AO,AW,180,0,11,18,1.5,180.0
BA,AW,186,1,1,12,1.58,183.0
AK,AW,186,0,7,22,1.5,186.0
BA,AW,186,1,12,12,1.5,156.0
BD,AW,186,0,1,13,1.58,123.0
AT,AW,186,1,10,23,1.58,185.0
AK,AW,186,1,9,7,1.42,183.0
BM,AW,180,0,6,19,3.83,165.0
AT,AW,186,0,4,21,1.58,186.0
BF,AW,186,0,6,14,1.5,159.0
BN,AW,180,0,9,6,1.58,180.0
BA,AW,180,0,9,12,1.5,179.0
AK,AW,186,1,8,19,1.5,186.0
AT,AW,180,1,8,20,1.75,180.0
AO,AW,186,0,3,13,1.42,139.0
AK,AW,186,1,8,10,1.67,186.0
AK,AW,186,1,7,12,1.67,185.0
AK,AW,180,1,9,10,1.5,180.0
AK,AW,180,1,11,12,1.58,180.0
AK,AW,186,0,11,19,1.5,186.0
AK,AW,186,0,2,22,1.67,163.0
BN,AW,180,0,2,15,1.5,153.0
BN,AW,186,1,5,15,1.5,175.0
AB,AW,186,1,7,21,2.0,172.0
AO,AW,186,0,6,6,1.58,161.0
AT,AW,186,0,2,16,1.58,186.0
BM,AW,186,0,2,7,4.75,186.0
BN,AW,186,1,5,21,1.5,159.0
AT,AW,186,1,3,21,1.58,186.0
AT,AW,186,0,3,16,1.58,172.0
BN,AW,186,1,10,6,1.67,186.0
AK,AW,186,0,8,13,1.67,186.0
AT,AW,186,1,7,20,1.75,181.0
AT,AW,186,1,10,20,1.58,186.0
BA,AW,180,0,2,12,1.58,180.0
AD,AW,180,0,12,17,1.33,114.0
AT,AW,186,0,10,20,1.58,186.0
AK,AW,180,0,9,10,1.5,180.0
AT,AW,186,0,9,17,1.75,186.0
AO,AW,186,0,8,17,1.67,186.0
AK,AW,186,1,7,19,1.5,186.0
AK,AW,186,0,3,15,1.67,185.0
BA,AW,186,0,12,6,1.5,158.0
AT,AW,180,0,9,18,1.75,180.0
BN,AW,180,0,11,21,1.67,178.0
AT,AW,186,1,9,18,1.75,186.0
BJ,AW,186,1,9,22,1.17,120.0
AK,AW,186,0,8,19,1.5,186.0
AO,AW,186,0,5,17,1.5,157.0
BF,AW,186,1,8,7,1.5,182.0
AD,AW,186,1,11,21,1.33,165.0
AT,AW,180,1,1,21,1.58,180.0
BD,AW,186,1,6,13,1.67,153.0
AT,AW,180,0,5,16,1.75,180.0
BD,AW,186,0,6,22,1.67,134.0
AK,AW,186,0,11,18,1.58,179.0
AO,AW,186,0,2,6,1.42,101.0
AD,AW,186,1,10,6,1.33,186.0
AB,AW,186,1,1,16,1.92,186.0
AO,AW,186,0,6,8,1.67,186.0
AT,AW,186,1,5,5,1.75,186.0
AT,AW,186,0,6,20,1.75,186.0
AS,AW,186,1,2,17,2.67,131.0
AE,AW,186,0,7,16,2.75,134.0
AK,AW,186,1,5,11,1.75,186.0
AT,AW,186,1,10,5,1.67,186.0
AK,AW,186,1,8,19,1.5,186.0
AD,AW,180,0,6,6,1.42,180.0
BD,AW,180,0,5,13,1.58,162.0
AF,AW,186,1,5,8,1.75,176.0
AP,AW,186,0,5,9,3.0,186.0
BD,AW,186,0,4,13,1.58,157.0
AK,AW,186,1,4,15,1.67,136.0
BN,AW,186,1,5,6,1.5,184.0
AK,AW,186,0,2,12,1.67,185.0
BL,AW,180,0,5,21,2.25,180.0
AD,AW,186,1,5,6,1.33,170.0
BM,AW,186,0,4,16,3.75,151.0
AT,AW,186,0,5,17,1.75,186.0
BN,AW,180,1,5,6,1.5,147.0
AK,AW,186,0,4,12,1.67,111.0
BP,AW,186,1,4,8,1.58,186.0
AT,AW,180,0,5,14,1.75,180.0
AE,AW,186,0,3,17,2.83,179.0
AT,AW,186,0,8,5,1.75,186.0
AO,AW,186,1,3,17,1.42,181.0
AO,AW,186,1,12,17,1.5,182.0
BP,AW,180,0,9,13,1.67,158.0
AT,AW,180,1,1,21,1.58,176.0
AT,AW,186,0,1,14,1.58,186.0
BM,AW,186,1,4,16,3.75,150.0
BP,AW,186,1,6,22,1.67,170.0
AK,AW,186,1,9,7,1.42,178.0
AT,AW,186,1,12,20,1.58,186.0
BA,AW,186,0,1,12,1.58,147.0
BA,AW,180,1,7,12,1.42,180.0
AO,AW,186,0,3,17,1.42,152.0
AU,AW,186,0,7,17,2.17,186.0
BN,AW,186,1,10,21,1.67,186.0
AJ,AW,186,0,8,17,2.58,134.0
BP,AW,180,1,5,8,1.75,166.0
BN,AW,186,0,7,6,1.5,180.0
BF,AW,186,0,3,13,1.42,172.0
AO,AW,186,1,10,17,1.5,186.0
BN,AW,186,1,11,6,1.67,164.0
AT,AW,180,1,10,20,1.58,180.0
BA,AW,186,0,6,12,1.42,181.0
AK,AW,178,1,12,18,1.58,131.0
BJ,AW,186,1,7,22,1.17,186.0
BM,AW,186,0,10,13,3.75,160.0
BN,AW,180,0,3,19,1.5,151.0
BF,AW,186,0,10,8,1.42,186.0
AT,AW,186,1,9,17,1.75,161.0
BJ,AW,186,0,7,13,1.17,136.0
BM,AW,186,0,1,16,4.75,151.0
AT,AW,186,0,2,21,1.58,186.0
AT,AW,186,1,11,8,1.67,186.0
BN,AW,186,0,11,6,1.67,186.0
BA,AW,186,1,10,12,1.5,128.0
BF,AW,186,1,11,18,1.42,185.0
BP,AW,180,1,5,18,1.75,180.0
BC,AW,180,1,11,13,1.58,153.0
BQ,AW,186,0,3,22,2.08,186.0
AK,AW,186,1,8,19,1.5,186.0
AO,AW,186,0,8,6,1.58,180.0
AK,AW,186,0,9,20,1.42,186.0
BM,AW,186,0,10,13,3.75,173.0
AT,AW,186,1,10,18,1.67,171.0
BN,AW,186,0,7,6,1.5,186.0
BQ,AW,180,1,9,21,2.08,180.0
AO,AW,186,1,12,6,1.58,185.0
AY,AW,186,1,5,21,2.5,186.0
BA,AW,186,1,2,12,1.58,178.0
AO,AW,186,0,3,8,1.42,179.0
AT,AW,186,1,11,16,1.67,186.0
BJ,AW,180,0,9,22,1.17,180.0
AO,AW,186,0,8,6,1.58,183.0
AK,AW,186,0,3,10,1.67,186.0
AO,AW,186,1,3,6,1.42,98.0
BB,AW,180,0,7,17,2.0,151.0
BN,AW,186,0,9,8,1.58,186.0
AP,AW,186,1,5,21,3.0,186.0
AT,AW,186,0,7,5,1.75,186.0
AO,AW,186,0,6,6,1.58,173.0
AT,AW,186,0,2,21,1.58,181.0
AD,AW,186,1,8,6,1.42,133.0
BN,AW,186,0,5,6,1.5,186.0
AD,AW,186,0,11,6,1.33,186.0
AD,AW,186,0,5,20,1.33,156.0
AD,AW,186,1,8,6,1.42,125.0
AD,AW,186,0,10,6,1.33,184.0
AT,AW,180,0,12,5,1.67,180.0
BL,AW,186,0,7,14,2.17,186.0
BN,AW,186,1,7,6,1.5,179.0
AT,AW,180,0,9,17,1.75,180.0
BM,AW,178,1,11,8,4.75,178.0
AK,AW,186,0,5,12,1.75,176.0
AO,AW,186,1,12,17,1.5,186.0
AK,AW,180,1,5,22,1.75,172.0
AK,AW,180,0,12,13,1.58,116.0
AD,AW,186,0,5,20,1.33,174.0
BL,AW,186,1,7,21,2.17,186.0
BH,AW,180,0,4,15,2.83,168.0
BA,AW,180,1,7,12,1.42,176.0
AK,AW,186,0,8,13,1.67,186.0
AO,AW,186,0,4,8,1.42,186.0
AO,AW,186,1,5,6,1.5,103.0
BN,AW,186,0,5,21,1.5,101.0
AK,AW,186,1,12,19,1.5,139.0
AT,AW,186,0,8,5,1.75,186.0
BN,AW,186,1,4,6,1.5,186.0
AO,AW,180,1,4,17,1.42,176.0
AT,AW,180,0,3,16,1.58,180.0
BB,AW,186,0,11,21,2.0,175.0
AK,AW,186,1,3,12,1.67,186.0
AT,AW,186,0,6,20,1.75,186.0
BC,AW,180,0,2,8,1.58,174.0
AT,AW,186,0,8,5,1.75,186.0
BD,AW,186,1,11,9,1.58,129.0
AT,AW,180,0,7,14,1.75,157.0
BM,AW,180,1,7,14,3.83,163.0
BD,AW,186,1,1,13,1.58,115.0
BP,AW,186,0,3,8,1.58,177.0
BB,AW,186,0,8,21,2.0,147.0
AD,AW,186,0,3,6,1.33,114.0
AT,AW,186,1,3,8,1.58,186.0
BD,AW,186,0,8,13,1.67,150.0
AO,AW,186,1,11,6,1.58,172.0
AO,AW,186,0,7,17,1.67,141.0
AK,AW,186,0,9,10,1.5,165.0
BJ,AW,180,0,7,13,1.17,177.0
BN,AW,186,1,11,21,1.67,178.0
AD,AW,186,1,1,21,1.33,186.0
BP,AW,186,1,5,15,1.75,186.0
AD,AW,186,1,1,6,1.33,129.0
BJ,AW,186,0,6,22,1.17,172.0
AK,AW,180,1,9,10,1.5,147.0
BP,AW,186,0,10,15,1.67,181.0
AO,AW,180,0,1,17,1.42,167.0
BN,AW,180,0,9,6,1.58,179.0
AT,AW,186,0,7,20,1.75,186.0
BN,AW,180,0,7,21,1.5,180.0
AT,AW,180,0,9,5,1.75,166.0
AD,AW,186,1,3,21,1.33,186.0
AK,AW,186,1,7,12,1.67,186.0
BP,AW,186,0,7,13,1.67,186.0
BN,AW,180,0,6,6,1.5,177.0
BN,AW,186,1,10,21,1.67,145.0
BC,AW,180,0,6,22,1.67,117.0
BP,AW,186,0,10,8,1.67,186.0
BA,AW,186,0,11,12,1.5,186.0
AK,AW,186,1,10,22,1.5,186.0
AK,AW,186,0,10,7,1.58,186.0
AX,AW,180,0,7,23,3.75,137.0
BA,AW,180,0,7,12,1.42,180.0
BJ,AW,186,1,8,22,1.17,154.0
AT,AW,186,0,8,18,1.75,186.0
AY,AW,186,0,10,12,2.42,186.0
AS,AW,186,0,6,16,2.83,185.0
BN,AW,180,1,11,19,1.67,179.0
AD,AW,186,1,3,6,1.33,121.0
AX,AW,186,1,9,15,3.58,170.0
BN,AW,186,1,12,21,1.67,104.0
BM,AW,186,0,2,16,4.75,126.0
AT,AW,186,0,7,14,1.75,186.0
AK,AW,186,0,12,7,1.58,140.0
AU,AW,186,1,12,1,2.17,115.0
BA,AW,180,0,10,12,1.5,178.0
BP,AW,180,1,9,13,1.67,164.0
AY,AW,186,0,1,13,2.42,140.0
BJ,AW,180,1,6,9,1.17,127.0
AY,AW,180,1,11,21,2.4,180.0
AO,AW,186,0,2,17,1.42,159.0
AO,AW,186,0,2,17,1.42,184.0
AK,AW,186,0,5,22,1.75,171.0
AO,AW,186,0,11,6,1.58,179.0
AB,AW,186,0,7,17,2.0,140.0
AD,AW,186,0,1,6,1.33,145.0
AK,AW,186,1,7,7,1.5,186.0
AT,AW,186,1,12,20,1.58,175.0
BP,AW,186,1,5,22,1.75,186.0
AK,AW,186,0,8,19,1.5,186.0
AK,AW,186,0,2,12,1.67,165.0
AX,AW,186,1,9,15,3.58,134.0
AK,AW,186,0,1,10,1.67,183.0
BL,AW,186,1,5,16,2.25,186.0
AK,AW,186,1,8,13,1.67,185.0
AO,AW,186,0,5,6,1.5,186.0
BA,AW,186,1,7,12,1.42,180.0
BD,AW,186,0,5,13,1.58,171.0
AO,AW,186,0,4,17,1.42,154.0
AO,AW,186,1,7,6,1.58,128.0
BN,AW,186,0,6,6,1.5,186.0
BE,AW,186,0,7,10,2.17,186.0
AT,AW,186,1,5,20,1.75,186.0
BQ,AW,180,0,6,13,2.08,180.0
AD,AW,180,1,4,6,1.33,157.0
AQ,AW,186,1,10,17,2.17,169.0
BP,AW,186,0,8,17,1.67,183.0
AT,AW,180,1,5,5,1.75,180.0
BN,AW,180,0,4,6,1.5,143.0
AO,AW,186,1,4,17,1.42,113.0
BN,AW,180,0,4,6,1.5,126.0
AF,AW,186,1,4,22,1.67,137.0
AK,AW,180,1,8,19,1.5,180.0
BH,AW,186,0,8,21,3.0,126.0
AD,AW,186,0,12,21,1.33,133.0
BA,AW,180,0,11,12,1.5,175.0
BN,AW,180,0,3,19,1.5,180.0
BC,AW,180,0,6,8,1.67,152.0
BM,AW,186,0,6,8,3.83,156.0
AT,AW,186,0,7,9,1.75,186.0
AD,AW,186,0,10,6,1.33,186.0
AX,AW,186,0,11,13,3.5,186.0
AD,AW,186,0,3,6,1.33,164.0
AK,AW,186,1,7,13,1.67,186.0
AK,AW,186,0,9,7,1.42,175.0
AT,AW,180,1,7,5,1.75,180.0
AS,AW,186,1,1,17,2.67,150.0
AK,AW,186,0,8,7,1.5,186.0
BA,AW,180,1,1,12,1.58,176.0
AK,AW,180,1,8,13,1.67,180.0
AV,AW,186,1,2,22,1.5,104.0
AK,AW,186,0,9,13,1.5,169.0
BF,AW,186,0,9,18,1.42,186.0
AT,AW,180,0,12,5,1.67,180.0
AO,AW,186,1,11,18,1.5,171.0
BA,AW,186,0,1,12,1.58,176.0
BA,AW,186,1,1,12,1.58,174.0
BP,AW,186,1,7,22,1.67,186.0
BL,AW,186,0,1,22,2.17,186.0
BA,AW,186,0,9,12,1.5,186.0
AD,AW,186,0,8,6,1.42,186.0
AK,AW,186,1,1,12,1.67,145.0
BQ,AW,180,1,8,22,2.08,180.0
BM,AW,186,1,8,20,3.83,185.0
AT,AW,186,1,12,14,1.67,164.0
BP,AW,186,0,3,8,1.58,182.0
BD,AW,186,0,3,20,1.58,163.0
AO,AW,186,0,12,6,1.58,186.0
BN,AW,186,1,10,6,1.67,161.0
BA,AW,186,1,3,12,1.58,174.0
BP,AW,186,0,9,13,1.67,177.0
AT,AW,186,0,12,5,1.67,186.0
AJ,AW,186,0,11,20,2.5,185.0
BP,AW,186,1,8,13,1.67,186.0
BC,AW,186,1,11,13,1.58,181.0
AD,AW,186,0,11,6,1.33,161.0
BA,AW,186,0,11,12,1.5,186.0
AT,AW,180,1,10,18,1.67,180.0
AK,AW,186,0,3,12,1.67,102.0
AO,AW,186,1,7,6,1.58,134.0
BN,AW,180,0,8,6,1.75,180.0
AD,AW,180,1,6,6,1.42,168.0
AT,AW,186,0,6,12,1.75,177.0
AD,AW,180,1,1,6,1.33,180.0
AT,AW,180,0,10,5,1.67,180.0
AD,AW,186,1,8,15,1.42,186.0
AT,AW,186,0,5,17,1.75,186.0
BN,AW,180,0,8,21,1.75,180.0
AT,AW,186,1,12,20,1.58,186.0
BN,AW,186,0,1,6,1.5,113.0
AT,AW,186,0,6,18,1.75,179.0
AD,AW,186,0,10,17,1.33,181.0
BP,AW,180,0,5,22,1.75,175.0
AK,AW,186,1,5,12,1.75,186.0
AQ,AW,186,1,10,17,2.17,165.0
AK,AW,180,0,7,18,1.67,180.0
BN,AW,186,0,10,6,1.67,186.0
BA,AW,186,0,12,12,1.5,186.0
BN,AW,186,0,3,15,1.5,162.0
AJ,AW,186,0,9,7,2.5,147.0
AO,AW,186,1,12,6,1.58,154.0
AT,AW,186,0,5,5,1.75,175.0
AT,AW,186,1,6,22,1.75,186.0
AK,AW,186,1,7,18,1.67,186.0
AT,AW,180,1,2,16,1.58,178.0
BN,AW,186,1,7,21,1.5,174.0
AT,AW,186,1,2,21,1.58,184.0
AD,AW,186,0,12,21,1.33,155.0
BD,AW,186,0,5,13,1.58,171.0
BP,AW,180,0,1,8,1.58,179.0
AV,AW,186,0,7,9,1.5,98.0
AL,AW,180,0,4,7,1.42,180.0
AT,AW,186,0,5,20,1.75,174.0
AD,AW,186,1,5,20,1.33,169.0
AT,AW,186,0,5,7,1.75,186.0
AF,AW,186,1,5,8,1.75,186.0
AD,AW,186,1,11,6,1.33,145.0
AK,AW,180,1,4,17,1.67,180.0
AO,AW,186,0,4,6,1.42,186.0
BD,AW,186,1,9,22,1.67,114.0
AD,AW,186,0,4,21,1.33,122.0
BN,AW,180,1,4,6,1.5,128.0
AK,AW,186,0,4,12,1.67,155.0
AO,AW,186,0,4,17,1.42,154.0
AT,AW,186,0,4,21,1.58,186.0
BM,AW,186,1,10,20,3.75,186.0
AB,AW,186,0,8,8,2.0,138.0
AJ,AW,186,0,1,20,2.5,186.0
BN,AW,186,0,6,21,1.5,142.0
BD,AW,178,1,12,22,1.58,98.0
BD,AW,180,0,11,22,1.58,129.0
AT,AW,186,1,7,5,1.75,165.0
AD,AW,186,1,1,6,1.33,143.0
BN,AW,180,1,2,15,1.5,138.0
AK,AW,186,1,10,7,1.58,186.0
BD,AW,180,0,9,8,1.67,173.0
AO,AW,186,0,3,17,1.42,186.0
AY,AW,186,1,11,12,2.42,184.0
AD,AW,186,0,10,21,1.33,184.0
AK,AW,186,0,7,7,1.5,186.0
AT,AW,186,0,11,20,1.58,186.0
AO,AW,186,0,11,17,1.5,181.0
BP,AW,186,1,12,8,1.67,152.0
AO,AW,186,0,10,6,1.58,179.0
AT,AW,186,1,6,8,1.75,186.0
AV,AW,186,1,6,8,1.5,178.0
AK,AW,186,0,7,7,1.5,171.0
BM,AW,186,1,1,16,4.75,142.0
AK,AW,180,0,11,12,1.58,175.0
AD,AW,180,1,9,6,1.42,174.0
AD,AW,186,1,3,6,1.33,182.0
AD,AW,186,0,11,21,1.33,156.0
BP,AW,186,1,2,8,1.58,186.0
BM,AW,186,0,11,19,4.75,160.0
BF,AW,180,0,1,10,1.42,180.0
AK,AW,180,1,9,12,1.5,180.0
AO,AW,186,0,9,17,1.58,186.0
AO,AW,186,0,3,6,1.42,186.0
AO,AW,180,1,7,6,1.58,180.0
AJ,AW,186,0,11,17,2.5,186.0
AO,AW,186,1,3,6,1.42,126.0
AT,AW,186,0,10,20,1.58,186.0
BN,AW,180,0,10,6,1.67,163.0
AK,AW,186,0,8,13,1.67,186.0
BP,AW,186,0,12,8,1.67,158.0
AJ,AW,186,1,2,17,2.5,186.0
AO,AW,180,1,2,6,1.42,160.0
AD,AW,186,0,5,6,1.33,157.0
BP,AW,186,1,2,8,1.58,186.0
BN,AW,186,1,12,21,1.67,164.0
BN,AW,186,0,10,6,1.67,182.0
AK,AW,186,0,7,13,1.67,186.0
AD,AW,186,0,2,21,1.33,163.0
BN,AW,186,0,11,19,1.67,170.0
AK,AW,186,1,12,12,1.58,184.0
AO,AW,186,0,9,6,1.58,186.0
AF,AW,186,0,6,22,1.73,172.0
AT,AW,186,0,1,14,1.58,163.0
BP,AW,180,1,9,8,1.67,180.0
BN,AW,186,0,10,21,1.67,163.0
AK,AW,186,1,7,13,1.67,186.0
AK,AW,186,1,6,12,1.67,185.0
BQ,AW,180,0,1,22,2.08,180.0
BN,AW,186,0,9,17,1.58,186.0
BD,AW,186,0,6,13,1.67,177.0
AT,AW,186,0,8,5,1.75,186.0
AO,AW,180,0,11,6,1.58,180.0
AT,AW,186,0,12,5,1.67,186.0
BB,AW,186,1,1,17,2.08,186.0
AT,AW,186,0,6,5,1.75,186.0
AO,AW,186,1,5,11,1.5,186.0
AK,AW,186,0,10,7,1.58,186.0
AT,AW,180,1,9,18,1.75,180.0
AL,AW,186,0,8,6,1.5,184.0
AT,AW,186,1,12,5,1.67,186.0
BM,AW,178,1,12,8,4.75,144.0
AD,AW,186,1,5,6,1.33,113.0
AT,AW,186,1,8,5,1.75,178.0
AX,AW,186,1,12,12,4.5,180.0
BP,AW,186,0,10,8,1.67,169.0
AK,AW,186,1,4,11,1.67,186.0
AO,AW,180,0,5,18,1.5,164.0
AK,AW,186,1,5,12,1.75,153.0
BA,AW,186,1,4,12,1.58,178.0
AO,AW,186,1,8,18,1.67,186.0
AT,AW,180,1,1,17,1.58,180.0
AO,AW,186,0,5,6,1.5,186.0
AB,AW,186,0,8,18,2.0,155.0
BN,AW,186,1,5,6,1.5,151.0
AK,AW,186,0,12,7,1.58,155.0
AO,AW,180,1,12,6,1.58,169.0
AO,AW,186,0,10,6,1.58,179.0
AK,AW,186,0,2,22,1.67,122.0
AO,AW,180,0,4,6,1.42,120.0
AD,AW,186,1,5,20,1.33,149.0
AK,AW,186,1,7,18,1.67,186.0
AK,AW,180,1,12,14,1.58,179.0
AV,AW,186,1,4,22,1.5,140.0
BM,AW,186,1,6,8,3.83,152.0
AT,AW,186,1,10,20,1.58,186.0
BA,AW,186,0,12,6,1.5,162.0
BN,AW,186,1,4,20,1.5,129.0
BN,AW,180,0,4,6,1.5,167.0
AO,AW,186,1,6,13,1.67,178.0
AO,AW,186,0,6,6,1.58,142.0
BA,AW,186,1,12,18,1.5,120.0
AB,AW,180,0,6,22,2.0,127.0
AT,AW,186,1,6,5,1.75,162.0
AT,AW,186,0,7,18,1.75,186.0
AT,AW,186,1,11,20,1.58,183.0
AO,AW,186,1,11,6,1.58,162.0
AT,AW,186,1,10,5,1.67,156.0
BN,AW,180,0,7,21,1.5,165.0
BN,AW,180,1,3,15,1.5,179.0
BP,AW,186,1,2,22,1.58,186.0
BN,AW,186,1,10,6,1.67,183.0
AT,AW,186,1,9,5,1.75,186.0
AO,AW,186,0,7,17,1.67,163.0
AK,AW,186,1,8,18,1.5,186.0
AT,AW,186,0,8,20,1.75,186.0
BF,AW,180,0,1,13,1.42,180.0
BN,AW,180,0,5,17,1.5,156.0
AO,AW,186,0,3,18,1.42,186.0
AT,AW,186,0,2,16,1.58,186.0
AD,AW,186,1,12,21,1.33,98.0
AK,AW,186,1,12,22,1.5,155.0
AV,AW,180,0,8,23,1.5,162.0
BN,AW,180,0,11,6,1.67,176.0
BN,AW,186,0,3,6,1.5,164.0
AK,AW,186,0,3,12,1.67,182.0
AK,AW,186,1,2,11,1.67,154.0
BP,AW,180,1,4,8,1.58,177.0
AD,AW,186,1,11,21,1.33,186.0
AT,AW,180,0,1,16,1.58,180.0
BM,AW,186,0,5,8,3.75,127.0
AT,AW,180,0,7,5,1.75,180.0
AD,AW,180,0,1,6,1.33,156.0
AD,AW,186,1,10,21,1.33,186.0
BC,AW,180,1,6,8,1.67,169.0
BF,AW,180,1,6,7,1.5,180.0
AO,AW,186,1,4,17,1.42,171.0
AE,AW,180,0,9,16,2.83,163.0
AK,AW,180,0,6,14,1.58,160.0
BA,AW,186,1,12,12,1.5,169.0
BN,AW,186,0,5,19,1.5,186.0
AO,AW,186,0,1,6,1.42,140.0
AO,AW,180,0,9,17,1.58,180.0
AD,AW,186,0,9,6,1.42,186.0
AD,AW,180,1,6,20,1.42,106.0
BH,AW,186,0,6,20,3.0,119.0
BA,AW,186,0,5,12,1.5,160.0
AD,AW,180,1,4,6,1.33,108.0
BP,AW,186,1,10,23,1.67,186.0
AK,AW,186,0,3,12,1.67,185.0
AD,AW,186,0,2,21,1.33,179.0
AK,AW,186,1,9,7,1.42,176.0
AO,AW,186,0,6,17,1.67,166.0
AD,AW,186,0,9,20,1.42,185.0
AD,AW,186,0,11,6,1.33,168.0
AD,AW,180,1,7,20,1.42,123.0
BQ,AW,186,0,12,14,2.08,149.0
BP,AW,186,1,1,8,1.58,150.0
BD,AW,186,0,11,13,1.58,159.0
AO,AW,180,1,11,6,1.58,180.0
AT,AW,186,0,5,16,1.75,186.0
AO,AW,186,1,8,6,1.58,181.0
AT,AW,186,0,2,21,1.58,186.0
BD,AW,186,1,5,22,1.58,132.0
AK,AW,186,1,4,12,1.67,143.0
AK,AW,186,0,9,12,1.5,160.0
BD,AW,186,1,5,22,1.58,143.0
AU,AW,180,0,8,17,2.17,169.0
AD,AW,186,1,5,6,1.33,119.0
AT,AW,186,0,10,5,1.67,186.0
AD,AW,186,1,2,6,1.33,125.0
AK,AW,186,0,10,7,1.58,186.0
AT,AW,186,0,4,22,1.58,186.0
AT,AW,186,0,4,18,1.58,186.0
AK,AW,186,0,1,12,1.67,172.0
BN,AW,186,1,10,21,1.67,176.0
AT,AW,186,1,12,5,1.67,171.0
BQ,AW,186,0,12,22,2.08,186.0
BJ,AW,186,0,7,22,1.17,186.0
BF,AW,186,1,8,7,1.5,162.0
AE,AW,186,0,6,17,2.75,186.0
BM,AW,186,0,7,20,3.83,151.0
AT,AW,180,0,5,16,1.75,180.0
BN,AW,186,0,8,6,1.75,179.0
BL,AW,186,1,12,17,2.17,184.0
BF,AW,186,0,8,22,1.5,164.0
AD,AW,186,1,6,20,1.42,148.0
BH,AW,186,0,10,20,2.83,186.0
AK,AW,186,1,12,12,1.58,131.0
AK,AW,180,1,7,12,1.67,173.0
BD,AW,186,1,3,20,1.58,121.0
BP,AW,186,0,10,8,1.67,185.0
AK,AW,186,0,6,15,1.58,186.0
AY,AW,186,0,8,20,2.5,157.0
AT,AW,186,0,7,20,1.75,179.0
BF,AW,180,0,2,8,1.42,175.0
BN,AW,186,1,2,6,1.5,104.0
BN,AW,186,0,5,19,1.5,98.0
BD,AW,186,1,2,19,1.58,150.0
AO,AW,186,1,12,18,1.5,186.0
BN,AW,186,1,9,21,1.58,130.0
AD,AW,180,1,1,6,1.33,172.0
BN,AW,186,1,12,6,1.67,120.0
AT,AW,186,0,5,23,1.75,186.0
BP,AW,186,0,11,8,1.67,186.0
BM,AW,186,0,11,20,3.75,169.0
AO,AW,186,0,3,6,1.42,166.0
BD,AW,180,0,6,13,1.67,180.0
AO,AW,186,0,10,17,1.5,178.0
AO,AW,180,1,6,17,1.67,180.0
AD,AW,186,0,1,6,1.33,135.0
AT,AW,180,0,2,17,1.58,180.0
AT,AW,186,1,11,23,1.58,186.0
BJ,AW,180,0,2,22,1.17,105.0
BN,AW,180,0,3,6,1.5,157.0
AK,AW,186,1,9,15,1.5,186.0
AT,AW,180,0,2,18,1.58,180.0
BL,AW,186,0,1,18,2.17,186.0
BP,AW,180,0,7,8,1.67,180.0
BA,AW,186,0,12,6,1.5,186.0
AK,AW,186,1,2,17,1.67,186.0
AT,AW,186,1,8,18,1.75,186.0
AT,AW,186,0,12,20,1.58,186.0
AV,AW,186,1,3,22,1.5,98.0
AO,AW,186,1,10,6,1.58,162.0
BQ,AW,180,0,9,21,2.08,180.0
AD,AW,186,0,8,20,1.42,185.0
AK,AW,186,0,10,7,1.58,186.0
AT,AW,186,0,5,18,1.75,186.0
AK,AW,186,1,6,12,1.67,178.0
AO,AW,186,0,3,17,1.42,186.0
BN,AW,186,0,11,21,1.67,184.0
AF,AW,186,1,5,8,1.75,136.0
AY,AW,186,0,3,13,2.42,177.0
BN,AW,186,1,2,6,1.5,124.0
AO,AW,186,0,4,17,1.42,186.0
BD,AW,178,0,12,22,1.58,116.0
AO,AW,186,0,7,17,1.67,186.0
AK,AW,186,1,11,7,1.58,186.0
BP,AW,186,1,1,8,1.58,186.0
BD,AW,186,0,6,13,1.67,186.0
BP,AW,180,0,6,22,1.67,169.0
